date,open,high,low,close,volume,sma,rsi,sma_200,distance_from_sma_200,volatility_100,position_in_200_range
2023-01-05 00:00:00,1252.16,1259.05,1242.08,1251.32,6727208484.546551,1213.4616666666666,56.44521147436654,1390.6455500000002,-0.10018767902432092,0.03886240184714734,0.24448094344242222
2023-01-06 00:00:00,1251.44,1275.1,1237.18,1266.32,4052351544.8201857,1217.4608333333333,59.464018546914296,1391.3773500000002,-0.08988025426747119,0.038828003721760165,0.25978331837101115
2023-01-07 00:00:00,1266.31,1271.18,1261.49,1264.2,5222706873.557585,1221.4191666666668,58.843256107453136,1392.0904999999998,-0.09186938636532593,0.03881600894661413,0.25762058271443733
2023-01-08 00:00:00,1264.2,1275.72,1258.12,1269.72,2439388823.057228,1226.3758333333333,60.01375157382954,1393.1833000000001,-0.08861956642747591,0.03881440210329821,0.26325185668815804
2023-01-09 00:00:00,1269.71,1343.85,1269.0,1317.74,3401917835.269408,1237.29,68.42621419190641,1394.101,-0.054774367136957866,0.03895811836117338,0.312239859626214
2023-01-10 00:00:00,1318.37,1344.28,1315.39,1339.75,8615288094.160769,1249.3358333333333,71.39659910760457,1394.7242999999999,-0.03941589029459074,0.03898652510363368,0.3346935444380968
2023-01-11 00:00:00,1339.67,1345.08,1321.17,1342.74,6390063040.044838,1261.4641666666666,71.78493096382118,1395.4008,-0.037738834605799194,0.038959442573743806,0.33774381784052887
2023-01-12 00:00:00,1343.12,1434.94,1341.06,1427.58,6779329581.863201,1280.4691666666668,80.05802105874224,1396.3002,0.022401916149550092,0.03935763369474678,0.42429405043662766
2023-01-13 00:00:00,1427.2,1459.43,1401.47,1456.07,13360962683.072271,1301.6325,81.96990340405335,1397.56935,0.04185885301505786,0.039379540036180154,0.4533583612176609
2023-01-14 00:00:00,1455.64,1592.46,1442.96,1538.04,8386970426.225097,1328.0241666666666,86.09922782303175,1399.4568,0.09902642225183374,0.03974222117738616,0.5369807394107565
2023-01-15 00:00:00,1538.25,1563.6,1516.24,1552.35,15505376250.712309,1356.4991666666667,86.6730547788684,1401.6789,0.10749330677660895,0.039665860711162876,0.5515792050926303
2023-01-16 00:00:00,1552.54,1598.6,1522.33,1579.41,7074931051.0836935,1383.7700000000002,87.70650646685563,1404.5176000000001,0.12452133031298429,0.03968725726134022,0.5639120000845746
2023-01-17 00:00:00,1579.41,1601.87,1548.72,1581.5,9434570734.551754,1411.285,87.78529188368233,1407.0857,0.12395428366587756,0.03968315543736858,0.5661215126174794
2023-01-18 00:00:00,1581.5,1606.74,1503.85,1528.2,8482482040.670269,1433.1083333333333,74.64675359217134,1409.41275,0.08428137889344345,0.03982890679466304,0.5097736571132561
2023-01-19 00:00:00,1528.06,1563.64,1509.85,1545.03,11809477723.65587,1456.5108333333335,75.87459290475493,1411.72155,0.09442970534805535,0.039780375275374646,0.5275660475098053
2023-01-20 00:00:00,1545.03,1646.3,1543.06,1637.84,6871702648.394773,1487.1875,81.26341392593115,1414.3085500000002,0.1580499884554892,0.04018215571391491,0.6256832045332007
2023-01-21 00:00:00,1636.47,1677.45,1617.93,1660.63,9228892411.460192,1515.7616666666665,82.30842261491745,1416.84,0.17206600604161387,0.04019121902925483,0.6497764057891343
2023-01-22 00:00:00,1662.26,1662.69,1605.0,1628.25,9663018503.707115,1539.8033333333333,75.83661523676963,1419.1781,0.1473190010471553,0.04025469407357501,0.615544819274561
2023-01-23 00:00:00,1628.25,1648.54,1597.39,1632.14,8233555835.053316,1563.92,76.07994815297376,1421.15005,0.14846423148632346,0.04020685069471556,0.6196572612616423
2023-01-24 00:00:00,1631.82,1640.04,1591.94,1599.45,9037743837.862549,1578.2425,69.72540759605101,1422.9354999999998,0.12404954405874352,0.040220621735989726,0.5850979480077386
2023-01-25 00:00:00,1597.61,1622.99,1523.3,1617.97,9078639809.982985,1591.7341666666669,71.19337712235308,1424.9261500000002,0.13547638942551496,0.04021211734490615,0.6046769777251535
2023-01-26 00:00:00,1624.2,1639.6,1580.4,1602.99,11946053798.490389,1597.1466666666665,68.30823434895743,1427.0536000000002,0.12328646940801649,0.04020275704211065,0.5888403759342855
2023-01-27 00:00:00,1602.99,1621.41,1556.1,1598.72,10076436860.256,1601.0108333333335,67.46890554941025,1429.3640999999998,0.11848338712298725,0.04016395983172296,0.584326204395767
2023-01-28 00:00:00,1598.72,1606.82,1560.32,1567.24,9593062923.130283,1599.9966666666667,61.47199079267306,1431.9703,0.09446404021088989,0.04020887758008658,0.5363763400947619
2023-01-29 00:00:00,1567.24,1659.24,1562.4,1643.21,6523949724.808857,1605.1391666666668,68.70191929450145,1434.8066999999999,0.14524834599671174,0.04044636175089113,0.6122410399546299
2023-01-30 00:00:00,1643.16,1653.75,1538.77,1557.18,10037370816.308008,1607.5541666666668,55.90751422534414,1436.6352,0.08390773106492179,0.040817714668344086,0.5165745549167657
2023-01-31 00:00:00,1557.08,1602.62,1549.83,1576.74,10977781767.502348,1610.1966666666667,57.83040352425344,1438.2375,0.09630015904883586,0.04082177188290027,0.5383255307082411
2023-02-01 00:00:00,1576.98,1646.3,1559.43,1635.79,7544090211.946499,1610.0258333333334,63.06690401596686,1439.68845,0.13621110178386153,0.04094839353167495,0.6039899029212582
2023-02-02 00:00:00,1635.79,1711.6,1635.35,1640.8,9295116915.9373,1608.3733333333332,63.48124715149728,1441.1754,0.1385151314683833,0.03999838626755957,0.6095610884383998
2023-02-03 00:00:00,1632.88,1674.81,1629.85,1657.36,12542560274.342655,1610.7991666666667,64.88361369262904,1442.0969999999998,0.1492708188145459,0.039642387784741114,0.6279760249980537
2023-02-04 00:00:00,1657.57,1694.57,1646.27,1678.81,9528083087.520355,1614.6883333333335,66.66905226880715,1442.6930499999999,0.1636640240278416,0.03961416610087216,0.6518287055055766
2023-02-05 00:00:00,1678.81,1688.05,1612.58,1622.4,6766208820.07522,1616.6008333333332,58.27737853265732,1443.18505,0.12418015970994159,0.0397183016083235,0.5891000478165623
2023-02-06 00:00:00,1622.32,1657.37,1610.73,1638.37,8211226952.330717,1618.300833333333,59.81934462866142,1443.44325,0.13504289136410444,0.0395084107977101,0.6068588966606245
2023-02-07 00:00:00,1638.01,1677.3,1606.41,1667.49,7825100535.008893,1623.6758333333335,62.53806523082822,1444.15565,0.1546470077515537,0.03948973797755531,0.6392407174708373
2023-02-08 00:00:00,1667.49,1692.89,1631.64,1652.81,9180247305.88792,1628.1833333333334,60.32219626126714,1444.8006,0.14397100887139713,0.03945386636957165,0.6229163654964581
2023-02-09 00:00:00,1652.8,1655.53,1525.8,1541.0,8766845417.320044,1625.996666666667,46.73860376574609,1444.44845,0.06684319540790805,0.04004868427785026,0.4985821833264758
2023-02-10 00:00:00,1539.67,1554.18,1495.0,1507.0,12447757846.416866,1614.6458333333333,43.52867152487499,1444.3791499999998,0.043354855960085176,0.03991118002142502,0.460773738699167
2023-02-11 00:00:00,1506.89,1537.0,1505.15,1535.6,9882779899.96751,1612.8474999999999,46.836231214791795,1445.1620500000001,0.06257979857691376,0.03991423705355739,0.49257731270919725
2023-02-12 00:00:00,1534.91,1548.0,1510.0,1511.92,6070233325.97355,1607.4458333333332,44.511604198707175,1444.71345,0.0465189481000541,0.03935027908848598,0.4662448430393541
2023-02-13 00:00:00,1509.54,1525.14,1464.38,1486.15,6128794710.192691,1594.9758333333332,42.06475551742466,1443.3628000000003,0.029644106111089842,0.039376205934350296,0.4375882660380086
2023-02-14 00:00:00,1486.15,1565.92,1485.97,1555.78,11573812955.970678,1587.8908333333331,50.05392906708006,1442.4758499999998,0.07854838609603078,0.039617470572902165,0.5150177366085824
2023-02-15 00:00:00,1556.24,1674.41,1544.0,1665.44,11723184974.304256,1588.5641666666668,59.52117110826391,1442.2889499999999,0.15472007186909403,0.04018620563118275,0.6369610906624261
2023-02-16 00:00:00,1666.62,1745.73,1664.32,1682.03,11079231384.245422,1588.8324999999998,60.733789007879366,1442.09265,0.1663813694633281,0.03705684920147295,0.6554093876143983
2023-02-17 00:00:00,1683.1,1719.99,1630.69,1695.34,13388835215.08776,1594.9108333333334,61.72446949044828,1442.4546,0.175316020344765,0.032586344911943906,0.6702102816729123
2023-02-18 00:00:00,1692.51,1711.86,1672.07,1688.0,10807323083.841965,1599.0466666666669,60.813265478519526,1442.6431,0.1700745666062521,0.026378023394653855,0.6620481056857228
2023-02-19 00:00:00,1688.0,1722.92,1671.67,1686.12,5863446679.020431,1600.5991666666666,60.56663984703249,1442.8643,0.16859222312174468,0.025999880485400584,0.6599575211004479
2023-02-20 00:00:00,1686.12,1719.42,1652.2,1700.7,7499517187.119554,1604.59,61.858518730458364,1443.41445,0.17824786914111887,0.025980383580082162,0.6761706717670999
2023-02-21 00:00:00,1700.7,1716.03,1637.65,1641.12,8435810846.264387,1612.9333333333332,54.063928755501195,1443.2204000000002,0.13712361604644704,0.026035291482554186,0.6099169326231274
2023-02-22 00:00:00,1641.18,1662.44,1598.89,1619.33,9728814194.484385,1622.2941666666666,51.507657299039884,1442.74205,0.12239745143631175,0.026083506654694038,0.5856861676693316
2023-02-23 00:00:00,1619.32,1678.0,1618.29,1646.58,9836391621.850904,1631.5424999999998,54.410717773717884,1442.3623499999999,0.14158553847443403,0.0260941657994662,0.6159885240250423
2023-02-24 00:00:00,1645.12,1664.52,1576.42,1602.99,9698749201.902168,1639.131666666667,49.32390858507031,1441.3780500000003,0.11212322124650068,0.026040608704871303,0.567515873986678
2023-02-25 00:00:00,1602.99,1610.94,1559.63,1574.0,9609840835.076471,1646.4525,46.22850774304698,1440.7580000000003,0.0924804859664147,0.026125261318065845,0.5352786148765108
2023-02-26 00:00:00,1574.35,1649.53,1572.25,1642.65,6117521125.045025,1653.6916666666668,53.64697969893206,1439.7582499999999,0.14092070665335674,0.026438888363980083,0.6116183126313566
2023-02-27 00:00:00,1642.62,1664.22,1611.0,1627.28,6357994998.206232,1650.5116666666665,51.91989288943376,1438.382,0.13132672683612553,0.026468711196495843,0.5945266716336582
2023-02-28 00:00:00,1627.23,1647.75,1598.28,1605.47,7916573299.24559,1644.131666666667,49.48537891180546,1436.74065,0.11743897550333811,0.02578345869344882,0.570273666418317
2023-03-01 00:00:00,1600.98,1667.95,1597.91,1656.7,6883711561.9226,1640.9116666666666,54.841731306151544,1435.0646,0.15444280348076325,0.025534151371962317,0.6636546539126752
2023-03-02 00:00:00,1657.41,1676.96,1620.3,1641.69,8672222866.055677,1637.0525,53.066268369909636,1433.5602,0.1451838576433694,0.025389809377949588,0.6760866888314248
2023-03-03 00:00:00,1641.01,1655.06,1548.0,1558.69,7930395056.206914,1626.4333333333334,44.4892287784635,1431.82995,0.0885999416341305,0.02578561065988319,0.5880831303865033
2023-03-04 00:00:00,1560.29,1577.68,1550.06,1556.43,11179316252.20772,1614.4108333333334,44.27936606182317,1430.18645,0.08827069365676073,0.025715028295012436,0.5913953814569707
2023-03-05 00:00:00,1556.44,1587.22,1553.85,1571.74,4800994312.370927,1608.6291666666668,46.133126532446624,1428.7941499999997,0.10004649725084633,0.025724098025582638,0.610917715466126
2023-03-06 00:00:00,1571.98,1580.85,1556.92,1566.31,62172854406.22754,1604.2108333333333,45.55426336216094,1427.2413499999998,0.09743877585945795,0.025726087669520656,0.7104801331953381
2023-03-07 00:00:00,1566.5,1582.59,1536.9,1550.4,6627693313.532333,1596.1958333333334,43.81932616464788,1426.5543499999999,0.08681453321424466,0.025758112970298876,0.6866159684411047
2023-03-08 00:00:00,1550.4,1569.72,1544.01,1552.67,8523808476.527845,1592.0024999999998,44.14617580010916,1426.658,0.0883267047883937,0.025455375003121842,0.6900208492702756
2023-03-09 00:00:00,1552.64,1553.28,1411.0,1432.87,11881879818.725237,1580.2416666666668,33.176244110533816,1425.7311499999998,0.005007150190973977,0.026414522902952303,0.5103271385501505
2023-03-10 00:00:00,1433.32,1446.1,1374.1,1426.2,10861201441.135424,1562.2041666666664,32.68919941415966,1424.9719,0.0008618415563142266,0.025676058514837393,0.5003224887128951
2023-03-11 00:00:00,1426.65,1485.75,1415.01,1475.61,14696381616.840977,1549.5649999999998,39.74590315660379,1424.1035499999998,0.036167629804728804,0.025834080951362588,0.5744348947786826
2023-03-12 00:00:00,1475.62,1564.1,1461.16,1562.36,18345198261.395977,1545.9724999999999,49.71383305106321,1423.4985000000001,0.09754945298502228,0.026441021666212053,0.7045553405630802
