Date,Open,High,Low,Close,Volume
2022-07-27,"20,924","23,100","20,828","22,759",53995620035.18145
2022-07-28,"22,766","24,089","22,600","23,800",54498281944.45157
2022-07-29,"23,799","24,412","23,452","23,897",55609627980.6571
2022-07-30,"23,899","24,642","23,665","23,933",41089335195.63975
2022-07-31,"23,933","24,175","23,421","23,847",62102072346.807785
2022-08-01,"23,848","23,890","22,873","22,962",31786729326.443203
2022-08-02,"22,962","23,445","22,675","22,955",44489771146.510735
2022-08-03,"22,955","23,627","22,705","23,467",35151096516.75639
2022-08-04,"23,467","23,490","22,413","22,462",41334593234.075066
2022-08-05,"22,462","23,463","22,455","22,944",23624874220.429745
2022-08-06,"22,944","23,345","22,853","23,191",27040190909.828075
2022-08-07,"23,190","23,281","22,862","23,161",14439694271.14074
2022-08-08,"23,161","24,244","23,073","23,934",14324042469.270954
2022-08-09,"23,934","24,102","22,891","23,067",27756736787.028625
2022-08-10,"23,066","24,176","22,685","23,636",29738069337.77638
2022-08-11,"23,639","24,901","23,637","24,216",32215976525.650154
2022-08-12,"24,218","24,336","23,620","24,191",33892871243.716595
2022-08-13,"24,191","24,888","24,075","24,410",25195193357.103275
2022-08-14,"24,410","25,029","24,168","24,297",22240559959.52209
2022-08-15,"24,297","25,204","23,902","23,988",21287616855.70449
2022-08-16,"23,988","24,241","23,677","23,938",33404812507.80541
2022-08-17,"23,938","24,426","23,250","23,278",24971300201.368164
2022-08-18,"23,278","23,590","23,194","23,348",29567403252.00121
2022-08-19,"23,348","23,442","21,163","21,334",20228208349.156567
2022-08-20,"21,334","21,378","20,805","20,986",35142410593.122185
2022-08-21,"20,986","21,577","20,787","21,514",23809679190.922188
2022-08-22,"21,514","21,770","20,910","21,044",20476237108.35153
2022-08-23,"21,045","21,664","20,902","21,516",28856912427.17573
2022-08-24,"21,517","21,886","21,158","21,716",29331102121.79332
2022-08-25,"21,716","21,800","21,319","21,601",26855905243.36116
2022-08-26,"21,601","21,862","20,549","20,652",26767966536.315014
2022-08-27,"20,652","20,747","19,845","20,025",34910727805.04114
2022-08-28,"20,025","20,151","19,824","19,977",24463219414.74348
2022-08-29,"19,977","20,400","19,526","20,092",19781826309.451183
2022-08-30,"20,093","20,562","19,555","19,949",28706315246.140064
2022-08-31,"19,950","20,473","19,766","20,231",30308993725.45616
2022-09-01,"20,231","20,288","19,575","19,872",27825786159.8556
2022-09-02,"19,872","20,436","19,767","19,906",25616737335.88055
2022-09-03,"19,906","20,045","19,667","19,710",24078042298.34008
2022-09-04,"19,710","19,949","19,599","19,886",20048153187.39969
2022-09-05,"19,886","20,045","19,643","19,707",21537524477.36904
2022-09-06,"19,707","20,171","18,803","18,823",23522961655.00036
2022-09-07,"18,823","19,184","18,559","19,009",39940310406.47586
2022-09-08,"19,005","19,450","18,997","19,343",30517907004.082462
2022-09-09,"19,343","21,422","19,263","21,299",28936941008.35892
2022-09-10,"21,301","21,667","21,138","21,589",42487059054.97593
2022-09-11,"21,590","21,850","21,368","21,628",35941349745.24438
2022-09-12,"21,627","22,473","21,465","22,427",31266252145.35619
2022-09-13,"22,427","22,767","20,061","20,276",44006486689.44507
2022-09-14,"20,284","20,521","19,631","19,965",46489890914.82466
2022-09-15,"19,965","20,384","19,516","19,788",35789015870.392235
2022-09-16,"19,787","19,891","19,339","19,623",33715957206.68328
2022-09-17,"19,623","20,179","19,618","20,012",30187737709.58007
2022-09-18,"20,012","20,140","19,575","19,726",23394494073.784782
2022-09-19,"19,727","19,747","18,278","19,514",28689764413.699097
2022-09-20,"19,515","19,674","18,740","18,991",39507938864.87854
2022-09-21,"18,991","19,800","18,774","19,016",33890591849.67652
2022-09-22,"19,016","19,485","18,165","19,308",41059997264.96848
2022-09-23,"19,310","19,498","18,542","18,816",37660914389.8923
2022-09-24,"18,816","19,393","18,807","19,112",35506139423.901344
2022-09-25,"19,112","19,166","18,817","18,917",24644354421.61794
2022-09-26,"18,918","19,305","18,650","19,196",21516374222.67532
2022-09-27,"19,200","20,373","18,834","19,082",42560193944.41844
2022-09-28,"19,080","19,645","18,498","19,543",52482615483.86207
2022-09-29,"19,543","19,764","18,852","19,406",47494258189.70422
2022-09-30,"19,406","20,171","19,193","19,492",37537716230.48356
2022-10-01,"19,492","19,531","19,174","19,274",37848666330.67224
2022-10-02,"19,274","19,393","19,050","19,265",15943514602.722157
2022-10-03,"19,265","19,649","18,938","19,532",17859684587.64641
2022-10-04,"19,534","20,268","19,510","20,227",26634227151.925247
2022-10-05,"20,227","20,460","19,760","20,114",30974520027.94433
2022-10-06,"20,114","20,439","19,886","20,014",29366342083.10176
2022-10-07,"20,014","20,068","19,339","19,467",31354758329.142307
2022-10-08,"19,467","19,643","19,430","19,472",25445042398.33797
2022-10-09,"19,472","19,557","19,269","19,471",12996183216.30484
2022-10-10,"19,471","19,523","19,120","19,214",14404623229.04686
2022-10-11,"19,215","19,274","18,860","18,994",23743487600.53748
2022-10-12,"18,994","19,193","18,989","19,141",25102717820.99086
2022-10-13,"19,141","19,497","18,198","19,370",22339104401.38417
2022-10-14,"19,370","19,939","19,116","19,161",37194496437.924
2022-10-15,"19,161","19,220","19,050","19,103",34806651159.13548
2022-10-16,"19,103","19,370","19,000","19,370",13103099352.405506
2022-10-17,"19,370","19,671","19,117","19,523",15683330320.159586
2022-10-18,"19,523","19,694","19,105","19,217",23713928577.519844
2022-10-19,"19,218","19,424","19,078","19,226",25848175158.687187
2022-10-20,"19,227","19,337","18,920","19,063",23047051893.294765
2022-10-21,"19,063","19,242","18,681","19,191",25712511231.935688
2022-10-22,"19,192","19,252","19,119","19,187",30297335038.197
2022-10-23,"19,187","19,518","19,082","19,503",13362526957.65784
2022-10-24,"19,503","19,680","19,170","19,341",19928822961.41621
2022-10-25,"19,341","20,406","19,247","20,272",28657172008.9177
2022-10-26,"20,272","21,012","20,010","20,759",39846253138.59686
2022-10-27,"20,760","20,900","20,450","20,631",50667020407.51415
2022-10-28,"20,631","20,746","20,025","20,613",41829789298.17936
2022-10-29,"20,613","21,058","20,566","20,845",36165609164.5681
2022-10-30,"20,845","20,932","20,571","20,655",32806216910.570454
2022-10-31,"20,655","20,824","20,250","20,370",24707906148.749344
2022-11-01,"20,371","20,677","20,339","20,447",37290619694.72375
2022-11-02,"20,447","20,798","20,107","20,258",32262771910.727062
2022-11-03,"20,258","20,383","20,050","20,259",44539856162.44828
2022-11-04,"20,259","21,287","20,165","21,095",36562782563.97917
2022-11-05,"21,095","21,469","21,059","21,331",33773463079.332672
2022-11-06,"21,331","21,373","21,151","21,206",31061573100.60496
2022-11-07,"21,206","21,211","20,601","20,809",50602704770.81252
2022-11-08,"20,808","20,831","17,484","18,177",91750982446.38734
2022-11-09,"18,174","18,718","16,107","16,199",92144963385.0274
2022-11-10,"16,213","18,126","15,554","18,079",74978675390.59279
2022-11-11,"18,059","18,085","16,351","16,569",65200666543.364624
2022-11-12,"16,575","17,081","16,574","16,796",45030331310.74984
2022-11-13,"16,796","16,914","16,421","16,461",21893997140.86048
2022-11-14,"16,461","17,132","15,800","16,250",20411619109.007805
2022-11-15,"16,250","17,098","16,242","16,825",37539226046.106285
2022-11-16,"16,827","16,980","16,382","16,560",28676275678.9418
2022-11-17,"16,560","16,742","16,408","16,684",26922027947.40892
2022-11-18,"16,684","16,975","16,537","16,617",22011291267.356167
2022-11-19,"16,614","16,699","16,546","16,618",20942172141.414623
2022-11-20,"16,618","16,797","16,445","16,513",10844466289.901129
2022-11-21,"16,513","16,513","15,591","15,768",15680401749.95844
2022-11-22,"15,768","16,270","15,480","16,116",31057277097.34788
2022-11-23,"16,116","16,671","16,069","16,590",25091849198.571053
2022-11-24,"16,591","16,779","16,445","16,554",26858079944.170044
2022-11-25,"16,554","16,615","16,346","16,517",20949512927.386944
2022-11-26,"16,517","16,685","16,421","16,495",18933018587.76629
2022-11-27,"16,495","16,585","16,387","16,552",18243019109.753235
2022-11-28,"16,552","16,586","16,006","16,256",16551822516.185429
2022-11-29,"16,252","16,530","16,097","16,488",24566056814.212288
2022-11-30,"16,488","17,142","16,426","17,092",24663035431.352062
2022-12-01,"17,093","17,301","16,902","16,912",30676053555.32337
2022-12-02,"16,912","17,101","16,805","17,035",23319572025.36399
2022-12-03,"17,035","17,146","16,907","16,936",20945433171.615204
2022-12-04,"16,936","17,154","16,869","17,093",16931408153.950111
2022-12-05,"17,093","17,413","16,881","16,939",18214353301.13762
2022-12-06,"16,939","17,100","16,916","16,993",23204017213.929634
2022-12-07,"16,993","17,130","16,700","16,826",21026126511.19885
2022-12-08,"16,826","17,293","16,752","17,198",21192130005.603653
2022-12-09,"17,199","17,338","17,088","17,101",22674029585.253864
2022-12-10,"17,101","17,220","17,077","17,173",23179829829.17013
2022-12-11,"17,173","17,259","17,094","17,105",14234368489.84426
2022-12-12,"17,105","17,145","16,883","17,121",15681124918.738192
2022-12-13,"17,122","17,955","17,094","17,752",21633829199.48912
2022-12-14,"17,752","18,357","17,677","17,775",28941242217.591747
2022-12-15,"17,774","17,874","17,327","17,419",27267536668.811485
2022-12-16,"17,419","17,520","16,762","16,877",22754686787.817104
2022-12-17,"16,877","16,887","16,539","16,706",22250411214.773224
2022-12-18,"16,706","16,798","16,669","16,760",15086383815.776106
2022-12-19,"16,760","16,832","16,531","16,595",11134054723.147482
2022-12-20,"16,595","17,046","16,288","16,862",17719672544.8918
2022-12-21,"16,861","16,924","16,738","16,780",24938219697.886032
2022-12-22,"16,780","16,863","16,566","16,781",16062767787.358068
2022-12-23,"16,780","16,917","16,764","16,804",17847826941.681046
2022-12-24,"16,804","16,854","16,763","16,842",16765392449.950891
2022-12-25,"16,842","16,851","16,734","16,768",10169853734.117493
2022-12-26,"16,768","16,912","16,766","16,839",12574453968.75801
2022-12-27,"16,839","16,962","16,601","16,655",12574997282.039291
2022-12-28,"16,655","16,772","16,560","16,589",17436062121.5136
2022-12-29,"16,588","16,650","16,468","16,596",19113614755.87469
2022-12-30,"16,595","16,643","16,353","16,561",15683731676.998154
2022-12-31,"16,561","16,629","16,529","16,556",17497327983.349342
2023-01-01,"16,556","16,617","16,469","16,599",12013247678.029589
2023-01-02,"16,599","16,760","16,547","16,723",9799252684.089952
2023-01-03,"16,723","16,776","16,603","16,658",13023861027.769472
2023-01-04,"16,657","16,983","16,645","16,802",15367167883.495031
2023-01-05,"16,802","16,871","16,762","16,854",20836560771.72364
2023-01-06,"16,854","17,018","16,692","16,892",14919039445.1069
2023-01-07,"16,892","16,977","16,887","16,942",19046576249.72856
2023-01-08,"16,942","17,009","16,913","16,965",9594456673.448977
2023-01-09,"16,965","17,391","16,948","17,212",11841041542.993702
2023-01-10,"17,212","17,489","17,133","17,475",25532751567.19817
2023-01-11,"17,475","17,574","17,320","17,554",21858206845.29233
2023-01-12,"17,554","19,065","17,518","19,062",25439279072.98185
2023-01-13,"19,062","19,488","18,719","19,474",48025109150.17737
2023-01-14,"19,474","21,237","19,390","20,879",39514419053.17687
2023-01-15,"20,879","21,066","20,575","20,908",49498711311.53301
2023-01-16,"20,908","21,430","20,633","21,284",23072133987.553684
2023-01-17,"21,284","21,536","20,873","21,380",34809391745.54498
2023-01-18,"21,381","21,602","20,412","20,724",33278841336.508595
2023-01-19,"20,725","21,186","20,641","21,102",40612056908.80891
2023-01-20,"21,102","22,352","20,882","22,281",29144534677.57505
2023-01-21,"22,288","23,344","22,226","23,116",41321936668.62795
2023-01-22,"23,116","23,214","22,320","22,451",44077026803.66082
2023-01-23,"22,453","23,159","22,326","23,019",34124364415.43915
2023-01-24,"23,020","23,158","22,737","23,023",36750647385.65293
2023-01-25,"23,022","23,074","22,350","22,934",35621897292.95152
2023-01-26,"22,935","23,800","22,845","23,117",42772537174.72366
2023-01-27,"23,116","23,500","22,558","23,112",37099702812.22777
2023-01-28,"23,112","23,200","22,895","22,972",36109035905.258965
2023-01-29,"22,972","23,950","22,955","23,703",19567219823.87809
2023-01-30,"23,703","23,874","22,589","22,691",38438621263.58117
2023-01-31,"22,691","23,211","22,545","23,101",38594596831.97205
2023-02-01,"23,101","23,650","22,800","23,565",32683643418.329483
2023-02-02,"23,569","24,244","23,542","23,863",37452064508.17389
2023-02-03,"23,865","23,919","23,226","23,339",44735297656.69828
2023-02-04,"23,338","23,581","23,271","23,416",41267040610.76361
2023-02-05,"23,416","23,447","22,772","22,889",21063097082.257824
2023-02-06,"22,889","23,147","22,645","23,008",26678691424.549904
2023-02-07,"23,008","23,341","22,646","23,209",33963650031.470352
2023-02-08,"23,209","23,435","22,680","22,840",38850594358.69947
2023-02-09,"22,838","23,005","21,850","22,000",34247782005.793324
2023-02-10,"22,000","22,003","21,550","21,730",51161546272.35185
2023-02-11,"21,730","21,772","21,490","21,677",42389972640.44812
2023-02-12,"21,677","22,087","21,671","21,970",23574706405.838543
2023-02-13,"21,970","21,977","21,376","21,672",25877166000.55028
2023-02-14,"21,672","22,320","21,581","22,257",36761909546.14395
2023-02-15,"22,257","24,277","22,059","24,148",45363697019.73754
2023-02-16,"24,148","25,243","24,032","24,559",44336284482.19016
2023-02-17,"24,560","25,009","23,360","24,822",48144978044.45546
2023-02-18,"24,823","24,871","24,083","24,600",54200707340.94142
2023-02-19,"24,600","25,188","24,283","24,519",24900444765.27695
2023-02-20,"24,519","25,107","23,862","24,807",33664683478.33256
2023-02-21,"24,807","25,243","24,295","24,467",38997046274.497246
2023-02-22,"24,467","24,531","23,596","23,791",41991954878.4476
2023-02-23,"23,791","24,597","23,624","23,939",40336608135.49699
2023-02-24,"23,940","24,123","22,874","23,223",42356618035.349625
2023-02-25,"23,222","23,231","22,791","22,924",35081974267.07997
2023-02-26,"22,924","23,680","22,860","23,646",22999909593.10942
2023-02-27,"23,646","23,885","23,132","23,323",24469102669.371048
2023-02-28,"23,322","23,595","23,178","23,282",28832423816.47872
2023-03-01,"23,281","23,977","23,035","23,414",25534054046.06684
2023-03-02,"23,415","23,791","23,210","23,464",32507897259.08433
2023-03-03,"23,466","23,550","22,021","22,303",27432755758.4402
2023-03-04,"22,303","22,404","22,161","22,249",34239649135.07021
2023-03-05,"22,249","22,643","22,171","22,412",13392431931.930376
2023-03-06,"22,412","22,592","22,285","22,351",16080097920.160831
2023-03-07,"22,351","22,549","21,944","22,057",21124920006.05772
2023-03-08,"22,057","22,272","21,872","22,093",27780357943.16268
2023-03-09,"22,093","22,108","20,078","20,120",28493032424.783108
2023-03-10,"20,118","20,475","19,580","19,977",40173833477.66077
2023-03-11,"19,977","20,880","19,865","20,535",51593890225.48742
2023-03-12,"20,535","21,582","20,453","21,072",37746654239.61721
2023-03-13,"21,073","24,574","21,056","24,353",36639901908.82403
2023-03-14,"24,354","26,502","24,054","25,135",66799159801.95812
2023-03-15,"25,164","25,269","23,946","24,423",70714394276.37074
2023-03-16,"24,423","25,200","24,224","25,022",63107437928.81401
2023-03-17,"25,022","26,999","24,697","26,886",60688056874.81415
2023-03-18,"26,887","27,818","26,651","27,425",64617615617.80156
2023-03-19,"27,425","28,434","26,896","28,335",46473651090.578415
2023-03-20,"28,336","28,554","27,236","27,865",46394763656.03816
2023-03-21,"27,865","28,492","27,423","28,209",55315948514.426994
2023-03-22,"28,210","28,889","26,736","26,736",34430928756.27183
2023-03-23,"26,742","28,800","26,685","28,430",35394833933.50181
2023-03-24,"28,429","28,480","27,495","27,849",20360807194.56342
2023-03-25,"27,849","27,883","27,059","27,217",21551272690.41361
2023-03-26,"27,220","28,211","27,191","27,859",15053754845.31385
2023-03-27,"27,859","28,162","26,545","26,968",14450374261.063795
2023-03-28,"26,970","27,502","26,669","27,430",18519053231.63728
2023-03-29,"27,432","28,633","27,132","28,407",17658503318.910484
2023-03-30,"28,415","29,173","27,730","27,983",21097595427.48953
2023-03-31,"27,983","28,645","27,546","28,465",22702531379.35043
2023-04-01,"28,472","28,801","28,273","28,396",19112345639.9622
2023-04-02,"28,396","28,584","27,880","27,958",10085380788.870918
2023-04-03,"27,959","28,498","27,586","28,087",11682876586.814528
2023-04-04,"28,087","28,430","27,273","28,195",19711493345.47604
2023-04-05,"28,196","28,778","27,839","28,253",14871614372.831093
2023-04-06,"28,253","28,304","27,730","28,031",16507617903.813946
2023-04-07,"28,032","28,133","27,800","27,920",13079528995.139923
2023-04-08,"27,920","28,165","27,868","27,940",10141276803.893911
2023-04-09,"27,941","28,264","27,824","28,151",8844199146.1801
2023-04-10,"28,151","29,314","28,115","29,195",11429030269.731691
2023-04-11,"29,195","30,549","29,099","30,164",17475381731.251884
2023-04-12,"30,164","30,500","29,699","29,801",18320296514.777645
2023-04-13,"29,812","30,607","29,797","30,363",18407698928.06657
2023-04-14,"30,363","31,020","30,019","30,347",16404033694.47376
2023-04-15,"30,345","30,610","30,243","30,357",20984067684.216217
2023-04-16,"30,357","30,563","30,163","30,332",11028264273.146706
2023-04-17,"30,333","30,426","29,267","29,485",11188035367.077024
2023-04-18,"29,485","30,480","29,136","30,239",16771824487.579355
2023-04-19,"30,239","30,453","29,045","29,239",18078539248.52104
2023-04-20,"29,239","29,317","28,010","28,100",24136616861.63636
2023-04-21,"28,099","28,358","27,208","27,281",21695904964.79905
2023-04-22,"27,281","27,775","27,153","27,629",20420333533.71415
2023-04-23,"27,629","27,878","27,354","27,477",11700230849.968126
2023-04-24,"27,478","27,992","27,000","27,380",11435645306.771605
2023-04-25,"27,381","27,761","27,206","27,623",16443099944.64734
2023-04-26,"27,622","30,008","27,622","27,911",17061823985.865343
2023-04-27,"27,910","29,882","27,274","29,683",30540034741.28477
2023-04-28,"29,687","29,777","28,932","29,342",26238597379.49954
2023-04-29,"29,343","29,456","29,078","29,262",18730801539.18156
2023-04-30,"29,262","29,961","29,117","29,380",9711415138.827158
2023-05-01,"29,380","29,506","27,818","27,849",14707008604.647
2023-05-02,"27,847","28,891","27,684","28,710",19980169281.008976
2023-05-03,"28,709","28,831","28,168","28,343",17699097406.188805
2023-05-04,"28,343","29,367","28,307","28,898",19944381490.560024
2023-05-05,"28,898","29,690","28,777","29,578",12676760580.080193
2023-05-06,"29,589","29,849","28,445","28,902",4971523630.54862
2023-05-07,"28,902","29,169","28,712","28,952",6463808309.438925
2023-05-08,"28,951","28,983","27,321","27,345",10199066943.170338
2023-05-09,"27,346","27,823","27,295","27,719",21535578788.860283
2023-05-10,"27,719","28,325","26,855","27,710",8876813250.933558
2023-05-11,"27,710","27,986","26,750","26,851",17159331951.189877
2023-05-12,"26,851","27,088","25,855","26,478",7754296234.077171
2023-05-13,"26,475","27,047","26,376","26,863",9157286238.193071
2023-05-14,"26,862","27,194","26,613","26,892",8365379054.202115
2023-05-15,"26,892","27,661","26,765","27,415",6019488454.419681
2023-05-16,"27,415","27,421","26,873","26,941",14570026781.747086
2023-05-17,"26,941","27,426","26,580","27,375",12927093920.902998
2023-05-18,"27,376","27,467","26,392","26,758",12580626234.913448
2023-05-19,"26,758","27,169","26,657","26,840",12599487111.93878
2023-05-20,"26,840","27,155","26,818","27,073",11559136131.368769
2023-05-21,"27,073","27,269","26,818","26,912",3882362454.219783
2023-05-22,"26,912","27,090","26,552","26,856",8125825605.684245
2023-05-23,"26,857","27,455","26,810","27,195",8025716966.179398
2023-05-24,"27,195","27,254","26,090","26,243",11685763863.312372
2023-05-25,"26,243","26,600","25,887","26,474",17477200137.10873
2023-05-26,"26,474","26,939","26,341","26,778",11953749225.494
2023-05-27,"26,779","26,849","26,591","26,744",10994037071.45216
2023-05-28,"26,744","27,725","26,740","27,535",6029471707.897409
2023-05-29,"27,535","28,441","27,535","27,648",13144599279.47902
2023-05-30,"27,648","28,046","27,574","27,854",13483205892.539597
2023-05-31,"27,855","27,869","26,860","27,015",12766436369.815956
2023-06-01,"27,014","27,342","26,640","26,864",10001106221.647074
2023-06-02,"26,864","27,289","26,535","27,239",12156086970.872988
2023-06-03,"27,247","27,331","27,050","27,108",15428145241.775955
2023-06-04,"27,108","27,296","26,950","27,220",6673279605.629511
2023-06-05,"27,220","27,456","25,424","25,628",6098045626.047618
2023-06-06,"25,628","27,186","25,393","27,098",21208433571.87331
2023-06-07,"27,095","27,377","26,269","26,490",22188018260.83246
2023-06-08,"26,489","26,809","26,146","26,545",14723854336.09437
2023-06-09,"26,544","26,772","26,312","26,402",10197924963.780262
2023-06-10,"26,402","26,522","25,460","25,743",10464066236.48124
2023-06-11,"25,761","26,106","25,668","26,045",9755626714.244692
2023-06-12,"26,046","26,202","25,649","25,825",10439993428.365507
2023-06-13,"25,825","26,406","25,720","25,891",9761691909.31603
2023-06-14,"25,892","26,064","25,786","25,869",9921875985.888603
2023-06-15,"25,868","25,870","24,790","25,430",11982737579.702812
2023-06-16,"25,430","26,468","25,214","26,371",15184095954.029512
2023-06-17,"26,371","26,756","26,174","26,469",13604025863.641972
2023-06-18,"26,469","26,650","26,394","26,645",9533422254.890305
2023-06-19,"26,645","27,032","26,259","26,669",8589379740.11672
2023-06-20,"26,669","28,150","26,648","27,999",6651894946.454161
2023-06-21,"27,999","30,770","27,893","30,120",19958565664.552258
2023-06-22,"30,121","30,500","29,575","30,229",23757254196.777027
2023-06-23,"30,228","31,412","29,823","30,903",19613389213.798763
2023-06-24,"30,904","30,968","30,278","30,640",22630955878.97284
2023-06-25,"30,640","31,042","30,356","30,423",11736119929.84371
2023-06-26,"30,423","30,646","29,950","30,269",12076819255.30491
2023-06-27,"30,260","31,008","30,126","30,679",16032184116.631308
2023-06-28,"30,678","30,733","29,874","30,104",14411853963.110468
2023-06-29,"30,103","30,824","29,961","30,593",8489428028.028098
2023-06-30,"30,594","31,259","29,470","30,399",12545425127.446297
2023-07-01,"30,399","30,640","30,324","30,614",21422361050.823097
2023-07-02,"30,614","30,673","30,192","30,558",4210431244.432685
2023-07-03,"30,559","31,376","30,469","31,262",7236318143.905301
2023-07-04,"31,262","31,321","30,638","30,707",14755008156.77765
2023-07-05,"30,707","30,872","30,200","30,437",12403890725.264544
2023-07-06,"30,441","31,505","29,897","30,312",10260132141.46154
2023-07-07,"30,312","30,441","29,737","30,236",21776707863.50336
2023-07-08,"30,236","30,378","30,062","30,118",13018507892.814608
2023-07-09,"30,118","30,431","30,075","30,249",5608541981.756295
2023-07-10,"30,249","30,841","29,966","30,837",7559670230.189486
2023-07-11,"30,838","31,033","30,221","30,587",12835219756.96589
2023-07-12,"30,587","30,968","30,223","30,280",11753418050.421658
2023-07-13,"30,280","31,809","30,242","31,664",13072555444.26232
2023-07-14,"31,665","31,718","29,947","30,119",21254274345.702217
2023-07-15,"30,119","30,392","30,000","30,341",21977151420.85325
2023-07-16,"30,341","30,444","30,083","30,272",6233916918.782722
2023-07-17,"30,272","30,368","29,679","29,903",8356410453.563714
2023-07-18,"29,903","30,272","29,551","29,717",10974383371.546566
2023-07-19,"29,719","30,186","29,707","30,046",13152758553.030825
2023-07-20,"30,046","30,411","29,593","29,745",8545620844.326587
2023-07-21,"29,745","30,055","29,674","29,879",11117456853.464512
2023-07-22,"29,879","29,988","29,811","29,839",8492627980.9282
2023-07-23,"29,839","30,332","29,650","30,086",6745541064.873876
2023-07-24,"30,086","30,143","28,872","29,104",7427606999.412798
2023-07-25,"29,104","29,365","29,057","29,202",15195244950.83804
2023-07-26,"29,202","29,470","29,109","29,401",7929844775.363448
2023-07-27,"29,401","29,674","29,086","29,156",13088677750.42505
2023-07-28,"29,156","29,526","29,123","29,317",9047649539.81237
2023-07-29,"29,315","29,399","29,262","29,342",7682754827.054111
2023-07-30,"29,342","29,443","29,123","29,195",4882536540.911603
2023-07-31,"29,195","29,508","29,055","29,140",7872881636.625643
2023-08-01,"29,141","29,337","28,574","29,262",6641808341.386258
2023-08-02,"29,262","30,012","28,934","29,134",15289922840.873833
2023-08-03,"29,134","29,390","28,956","29,261",19266318894.08652
2023-08-04,"29,261","29,329","28,940","28,992",12539132810.40034
2023-08-05,"28,992","29,105","28,800","29,038",12112869085.655884
2023-08-06,"29,038","29,096","28,962","29,048",5335308729.48437
2023-08-07,"29,048","29,168","28,675","29,112",5360283576.269965
2023-08-08,"29,113","29,960","29,091","29,883",13252185122.112452
2023-08-09,"29,883","30,193","29,388","29,394",14603570418.91888
2023-08-10,"29,394","29,696","29,333","29,395",14633310097.491425
2023-08-11,"29,395","29,525","29,233","29,360",8106253519.025447
2023-08-12,"29,360","29,471","29,354","29,403",4651950357.636653
2023-08-13,"29,403","29,440","29,312","29,424",3994297895.288944
2023-08-14,"29,424","29,662","29,100","29,324",4755220448.634491
2023-08-15,"29,324","29,444","29,074","29,153",12408355477.111338
2023-08-16,"29,153","29,221","28,928","29,089",11523395157.99864
2023-08-17,"29,085","29,105","27,705","27,857",14809979642.373243
2023-08-18,"27,857","27,878","25,392","26,028",29965585683.42136
2023-08-19,"26,029","26,251","25,800","26,129",18062351745.50358
2023-08-20,"26,129","26,206","25,997","26,135",3355038748.9824667
2023-08-21,"26,135","26,274","25,831","26,095",8304370131.833873
2023-08-22,"26,094","26,222","25,729","25,768",9377753161.447634
2023-08-23,"25,768","26,789","25,381","26,632",13702941053.015312
2023-08-24,"26,632","26,708","25,878","26,006",14600566342.214417
2023-08-25,"26,006","26,279","25,771","25,956",11961319630.81013
2023-08-26,"25,956","26,098","25,947","26,029",2582213805.5461373
2023-08-27,"26,029","26,167","25,965","26,113",3420999388.355067
2023-08-28,"26,113","26,223","25,863","25,981",4743752357.401259
2023-08-29,"25,981","28,128","25,915","27,852",9995933796.2508
2023-08-30,"27,851","27,878","27,051","27,182",29462388818.839893
2023-08-31,"27,181","27,528","25,960","26,161",16029914124.395369
2023-09-01,"26,161","26,178","25,337","25,622",20360682650.055054
2023-09-02,"25,622","25,974","25,560","25,832",15924588668.893366
2023-09-03,"25,832","26,040","25,819","26,002",8203515572.755595
2023-09-04,"26,002","26,105","25,732","25,884",8301138495.084562
2023-09-05,"25,884","25,907","25,581","25,676",6700578092.438599
2023-09-06,"25,676","25,999","25,394","25,656",7633735596.705433
2023-09-07,"25,657","25,952","25,609","25,877",12225427270.62692
2023-09-08,"25,877","26,414","25,664","25,882",4521997781.160889
2023-09-09,"25,883","25,926","25,804","25,868",8058794338.820984
2023-09-10,"25,868","25,910","25,608","25,800",404806432.5216888
2023-09-11,"25,800","26,006","24,963","25,006",6603006234.083502
2023-09-12,"25,006","26,503","24,926","26,074",14859931201.000029
2023-09-13,"26,074","26,395","25,777","26,156",16825266473.04872
2023-09-14,"26,156","26,824","26,153","26,686",12975855576.243193
2023-09-15,"26,686","26,710","26,227","26,410",11739428177.432598
2023-09-16,"26,410","26,872","26,384","26,542",9768889419.723415
2023-09-17,"26,542","26,616","26,444","26,512",1224363671.9175522
2023-09-18,"26,512","27,420","26,413","26,834",5791146184.464804
2023-09-19,"26,834","27,491","26,678","27,198",16477839825.05836
2023-09-20,"27,198","27,382","26,846","26,938",12615959842.229397
2023-09-21,"26,938","27,234","26,379","26,607",13497179076.831764
2023-09-22,"26,607","26,731","26,491","26,539",8169328790.751264
2023-09-23,"26,539","26,635","26,496","26,614",9968041758.936825
2023-09-24,"26,614","26,718","26,392","26,455",6583511185.708387
2023-09-25,"26,455","26,520","26,005","26,336",7226298594.495522
2023-09-26,"26,335","26,418","26,091","26,241",11974957450.276283
2023-09-27,"26,241","26,819","26,098","26,241",9786025048.05344
2023-09-28,"26,241","27,287","26,208","27,105",12889674588.31686
2023-09-29,"27,106","27,226","26,713","26,921",16683207554.844349
2023-09-30,"26,921","27,089","26,867","27,031",9059145545.41355
2023-10-01,"27,031","27,281","26,959","27,105",6295435107.555985
2023-10-02,"27,105","28,565","27,061","27,969",9358226524.285364
2023-10-03,"27,970","27,971","27,258","27,268",18127133423.88185
2023-10-04,"27,269","27,825","27,194","27,627",12676657038.293432
2023-10-05,"27,627","28,112","27,374","27,487",10876597601.123323
